Trial,MSE,NRMSE,R2,Subject
1,21.658563791959608,0.22772913177924614,0.3690669596085644,DP066_PMA_allTrials.csv
2,25.881341170775695,0.13087754568525414,0.7729488632370755,DP066_PMA_allTrials.csv
3,80.83846228622606,0.2707780293230614,0.13223698645584714,DP066_PMA_allTrials.csv
4,23.108086883443324,0.2238916449189797,0.15329585984997673,DP066_PMA_allTrials.csv
5,3.4265512849635456,0.20230086843490072,0.17770229067735444,DP066_PMA_allTrials.csv
6,302.67192019568876,0.5508617348240907,-3.240224256691448,DP066_PMA_allTrials.csv
7,12.205628607282584,0.4590075097102328,-2.6444624126270275,DP066_PMA_allTrials.csv
8,14.483919182169634,0.43866079601047797,-2.4654299023525588,DP066_PMA_allTrials.csv
9,18.316748046704564,0.4050087699761192,-5.479997364023287,DP066_PMA_allTrials.csv
10,3.0502857377396,0.2407186560115928,-0.10475165591711044,DP066_PMA_allTrials.csv
11,41.67811443005057,0.2902864703484423,-0.2772737134396268,DP066_PMA_allTrials.csv
12,6.806797457915635,0.35160817035844394,-1.3418297318365457,DP066_PMA_allTrials.csv
13,33.65834283239409,0.4451223298156181,-1.8460126468242182,DP066_PMA_allTrials.csv
14,0.9668383304231881,0.16906089814066105,0.5582407514707315,DP066_PMA_allTrials.csv
15,6.605952105116355,0.39713881652109934,-1.551126565453116,DP066_PMA_allTrials.csv
16,116.34283518837074,0.3221556606050667,-0.39707450541301315,DP066_PMA_allTrials.csv
17,6.097722865027569,0.3528464077541021,-1.3711446159093112,DP066_PMA_allTrials.csv
18,1.9684921499775212,0.14513697282296986,0.5989104570976899,DP066_PMA_allTrials.csv
19,15.419119144171995,0.19785385724930235,0.3037688839670445,DP066_PMA_allTrials.csv
20,1.9990119353907236,0.13422442524072997,0.5986404658548177,DP066_PMA_allTrials.csv
21,16.92525919058246,0.34257171428085503,-1.362207991519683,DP066_PMA_allTrials.csv
22,0.8217824281868044,0.14267060877838855,0.5088734994425508,DP066_PMA_allTrials.csv
23,15.784533813443971,0.2694291743128286,-0.8976471909922925,DP066_PMA_allTrials.csv
24,32.93513961281863,0.25670667613933157,-0.49957885967519555,DP066_PMA_allTrials.csv
25,2.1811379031302924,0.14662365000167557,0.526313540097459,DP066_PMA_allTrials.csv
26,1.7001345050026784,0.21976141815448838,0.03880523880439002,DP066_PMA_allTrials.csv
27,9.646729345452508,0.2062560273346125,0.02520831606530971,DP066_PMA_allTrials.csv
1,3.848067988186865,0.09499259943009351,0.8178710807164937,DP068_PMA_allTrials.csv
2,3.04062269845191,0.10711920808388861,0.7678678839581965,DP068_PMA_allTrials.csv
3,3.0884889994724287,0.18043524047988724,0.25179189652417544,DP068_PMA_allTrials.csv
4,0.2526469386788542,0.07185806937844846,0.8551814379336051,DP068_PMA_allTrials.csv
5,5.921139013104635,0.2158866959033771,0.1447037262464348,DP068_PMA_allTrials.csv
6,18.753067255208286,0.2852285823402958,-0.42330398930331214,DP068_PMA_allTrials.csv
7,28.913815796641195,0.3202181963301674,-1.4622201593473472,DP068_PMA_allTrials.csv
8,15.776843847892625,0.4430473509947238,-1.7835048545822136,DP068_PMA_allTrials.csv
9,0.9332130094584098,0.0741717520530306,0.8485135825617249,DP068_PMA_allTrials.csv
10,1.805960737527452,0.13799768768683066,0.39427745840351813,DP068_PMA_allTrials.csv
11,1.083155166198743,0.14497759534635257,0.5469089939513032,DP068_PMA_allTrials.csv
12,0.8119786622540768,0.1328283759364377,0.6755408230017776,DP068_PMA_allTrials.csv
13,1.300117936591704,0.11056545312351491,0.5201169381921358,DP068_PMA_allTrials.csv
14,31.069790438622675,0.4633819565253921,-3.503304616143115,DP068_PMA_allTrials.csv
15,2.2759154765880596,0.18238797411927954,0.41213194322458513,DP068_PMA_allTrials.csv
16,2.9224792406452513,0.221429429780011,-0.651095470840525,DP068_PMA_allTrials.csv
17,4.566459544923912,0.27266074485221775,-0.6600559913959438,DP068_PMA_allTrials.csv
18,1.7712945989998448,0.11258428113844146,0.5264436146740823,DP068_PMA_allTrials.csv
19,2.9547359750546693,0.271952609566167,-0.7890335279311436,DP068_PMA_allTrials.csv
20,0.8451158526992132,0.1356495646927756,0.45750063093992344,DP068_PMA_allTrials.csv
21,5.393852052233722,0.35221632998039987,-2.952854291527502,DP068_PMA_allTrials.csv
22,0.09442449878044201,0.04385907135863983,0.9563801765633863,DP068_PMA_allTrials.csv
23,3.392278489796703,0.41267095598437714,-4.558195863105451,DP068_PMA_allTrials.csv
24,1.5869835614341852,0.2504614605592246,-0.266226274899237,DP068_PMA_allTrials.csv
25,1.5696145253833391,0.14921286291705754,0.2579435862444943,DP068_PMA_allTrials.csv
26,0.7885288344104772,0.09099748583796909,0.744326770772896,DP068_PMA_allTrials.csv
27,4.296659409804268,0.43874072826995075,-5.4024791868317035,DP068_PMA_allTrials.csv
1,14.212675075325429,0.1965085359040066,0.15528446109250627,DP069_PMA_allTrials.csv
2,7.710588589850263,0.27243363116905556,-0.6485041133056013,DP069_PMA_allTrials.csv
3,9.267453624971408,0.22971663835010478,-0.3464929353186519,DP069_PMA_allTrials.csv
4,1.0299282015105244,0.15189841200605722,0.41659133043041197,DP069_PMA_allTrials.csv
5,4.4018036629960955,0.09129393611784271,0.7452335533125007,DP069_PMA_allTrials.csv
6,1.7501967917792545,0.13061964697884773,0.616028823491541,DP069_PMA_allTrials.csv
7,0.9534375842013796,0.09142048449643334,0.7946956760975755,DP069_PMA_allTrials.csv
8,1.1280821753395391,0.08972570748297463,0.763399364893401,DP069_PMA_allTrials.csv
9,2.0959325628664933,0.1603817580575684,0.3777300119245638,DP069_PMA_allTrials.csv
10,0.14493017754409832,0.04689109844871642,0.9515941351246128,DP069_PMA_allTrials.csv
